Numero_NF|Data_NF|Cliente|CNPJ_CPF|Endereco|Cidade|Estado|Item|Descricao|Qtd|Valor_Unitario
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|1|exercitationem|1|71.35
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|2|reprehenderit|1|39.63
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|3|autem|10|65.89
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|4|sunt|8|14.5
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|5|in|10|64.92
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|6|numquam|4|43.73
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|7|sit|8|97.77
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|8|dolores|3|47.36
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|9|cupiditate|10|38.0
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|10|ad|10|24.31
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|11|perferendis|1|97.74
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|12|eveniet|5|47.2
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|13|quos|6|83.29
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|14|qui|3|15.5
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|15|consequatur|3|40.39
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|16|asperiores|5|83.12
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|17|magni|6|32.06
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|18|delectus|2|46.41
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|19|corrupti|10|70.78
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|20|velit|6|33.17
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|21|dicta|6|42.9
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|22|unde|7|21.72
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|23|similique|9|72.77
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|24|dolorum|10|19.05
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|25|dolor|8|90.8
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|26|earum|7|77.04
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|27|officia|2|60.67
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|28|odit|1|98.94
1759|1975-03-17|Nogueira Novaes e Filhos|69620316366|Chácara Nina da Conceição, 52|da Mata|RJ|29|veniam|4|11.24
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|1|id|7|52.43
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|2|corrupti|8|32.71
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|3|quo|10|80.95
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|4|esse|6|21.31
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|5|recusandae|5|86.41
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|6|maiores|2|56.41
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|7|architecto|8|58.87
1651|1961-01-14|Castro S.A.|48405454614|Estação de Campos, 708|da Rocha|TO|8|sed|5|73.17
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|1|laudantium|9|17.47
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|2|odit|4|70.9
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|3|dicta|6|34.0
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|4|distinctio|4|14.93
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|5|repellat|3|33.98
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|6|voluptatem|2|71.09
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|7|mollitia|2|11.2
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|8|omnis|5|57.11
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|9|doloremque|4|38.76
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|10|dolores|4|68.2
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|11|ratione|9|52.68
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|12|iste|9|55.48
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|13|debitis|2|49.97
4805|1994-09-04|Novaes|50585768938|Parque das Neves|Melo de da Rosa|RR|14|perferendis|9|69.08
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|1|dolorem|1|69.43
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|2|ratione|6|99.82
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|3|ut|2|19.49
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|4|error|6|90.82
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|5|porro|1|10.92
8198|1999-02-05|Correia Silveira S.A.|39910251287|Colônia de Ribeiro, 955|Nunes de da Cunha|PB|6|vitae|5|89.11
6167|1948-07-22|Caldeira|64471478882|Esplanada Silva|Costa|MS|1|distinctio|6|42.46
6167|1948-07-22|Caldeira|64471478882|Esplanada Silva|Costa|MS|2|explicabo|6|44.21
6167|1948-07-22|Caldeira|64471478882|Esplanada Silva|Costa|MS|3|sequi|4|69.13
6167|1948-07-22|Caldeira|64471478882|Esplanada Silva|Costa|MS|4|quos|7|33.22
6167|1948-07-22|Caldeira|64471478882|Esplanada Silva|Costa|MS|5|ex|9|34.43
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|1|maxime|4|72.08
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|2|provident|4|71.95
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|3|nemo|1|23.48
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|4|sit|2|16.29
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|5|labore|8|77.12
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|6|laboriosam|9|82.18
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|7|illum|6|16.2
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|8|a|6|20.5
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|9|doloremque|5|33.84
5566|1985-06-19|Fogaça - ME|10732394593|Aeroporto da Mata, 5|Almeida|SC|10|libero|7|75.38
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|1|illum|6|85.08
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|2|vitae|6|68.4
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|3|delectus|8|85.95
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|4|veniam|1|54.4
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|5|unde|7|42.81
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|6|porro|10|54.28
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|7|placeat|5|35.61
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|8|neque|8|25.59
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|9|atque|10|13.09
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|10|ratione|9|50.51
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|11|nostrum|4|37.65
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|12|exercitationem|3|60.1
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|13|laborum|7|19.05
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|14|repudiandae|3|13.6
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|15|consectetur|7|31.29
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|16|tempora|7|82.18
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|17|dolorum|1|64.85
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|18|suscipit|5|99.34
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|19|quibusdam|4|82.59
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|20|adipisci|2|11.46
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|21|blanditiis|5|72.75
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|22|incidunt|7|63.05
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|23|odio|8|87.53
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|24|unde|9|31.74
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|25|cum|10|49.88
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|26|dolor|1|30.52
1303|1970-05-26|Silva|69333056318|Distrito de Pereira, 9|Jesus Grande|AC|27|sed|2|77.4
8897|1946-06-06|Azevedo|20617083500|Trecho Amanda Carvalho, 69|da Cunha da Serra|RJ|1|numquam|6|30.87
8897|1946-06-06|Azevedo|20617083500|Trecho Amanda Carvalho, 69|da Cunha da Serra|RJ|2|quae|6|31.02
8897|1946-06-06|Azevedo|20617083500|Trecho Amanda Carvalho, 69|da Cunha da Serra|RJ|3|nisi|1|37.06
2294|1988-05-31|da Mata S.A.|15294388929|Avenida de Rezende, 6|da Luz de Vieira|PI|1|deserunt|1|43.53
